text,type,topic,subtopic,longitude,latitude,relevance
Age,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.99611,38.50186,821374
Thermal SAT,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.99344,45.59706,168851
Solar Thermal,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.98983,45.52289,710093
nuclear program,sub-subtopic,Solar Panel,Renewable energy transition ,-122.98902,46.7351,742040
renewable energy,sub-subtopic,Solar Panel,Renewable energy insights,-122.98481,44.39346,989546
Energy Pro,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.98371,44.9279,863858
renewable energy,sub-subtopic,Solar Panel,Solar forecasting solutions ,-122.98287,44.98595,104503
economic growth,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.97316,45.30012,31040
Model Final,sub-subtopic,Solar Panel,Energy assessments,-122.96699,42.31346,302280
Statistical Yearbook,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.96402,46.66205,312488
Regulatory Commission,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.95944,38.42519,260480
Frederik set,sub-subtopic,Solar Panel,Solar technology adoption ,-122.95706,46.18039,598576
renewable energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.9543,46.71621,784456
Jordan fuel,sub-subtopic,Solar Panel,Renewable energy insights,-122.95396,50.11817,515969
statistic,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.95287,44.84318,4792
million Euro,sub-subtopic,Solar Panel,Renewable energy insights,-122.95263,49.26636,753086
United Arab,sub-subtopic,Solar Panel,Renewable energy insights,-122.94833,38.40741,714127
Mineral Resources,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.94197,40.73098,109411
article,sub-subtopic,Solar Panel,Energy assessments,-122.93817,46.13817,50621
Energy Strategy,sub-subtopic,Solar Panel,Energy assessments,-122.9379,46.49122,861933
Sustainability Review,sub-subtopic,Solar Panel,Renewable energy transition ,-122.93594,46.089,175023
Hierarchical Theory,sub-subtopic,Solar Panel,Solar technology adoption ,-122.91715,46.18399,629210
Jordanian consumers,sub-subtopic,Solar Panel,Sustainability analysis ,-122.91643,42.37596,934534
energy globally,sub-subtopic,Solar Panel,Graphene Silk Panels,-122.91583,39.04295,229697
electricity,sub-subtopic,Solar Panel,Renewable energy insights,-122.91092,49.20678,696890
second-largest absolute,sub-subtopic,Solar Panel,Renewable energy integration,-122.91055,39.16461,681607
financial aspects,sub-subtopic,Solar Panel,Renewable energy transition ,-122.90931,47.00732,321540
electricity consumption,sub-subtopic,Solar Panel,Electricity access,-122.90844,46.14678,791309
main renewable,sub-subtopic,Solar Panel,Renewable energy transition ,-122.90818,46.57455,765892
total capacity,sub-subtopic,Solar Panel,Renewable energy integration,-122.90761,46.27511,422133
Jordan energy,sub-subtopic,Solar Panel,Renewable energy insights,-122.90703,44.53651,46352
renewable energy,sub-subtopic,Solar Panel,Renewable energy transition ,-122.9068,49.14399,904988
Hierarchical Theory,sub-subtopic,Solar Panel,Renewable energy transition ,-122.90538,39.08831,559215
domestic environment,sub-subtopic,Solar Panel,Renewable energy transition ,-122.90314,44.50623,474808
total yearly,sub-subtopic,Solar Panel,Renewable energy integration,-122.9007,47.03787,313145
domestic sector,sub-subtopic,Solar Panel,Renewable energy transition ,-122.8976,45.10818,399278
solar water,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.89027,38.47352,709534
Energy Efficiency,sub-subtopic,Solar Panel,Renewable energy transition ,-122.8776,45.75428,278697
universal understanding,sub-subtopic,Solar Panel,Sustainability analysis ,-122.87705,45.55012,786936
quantitative data,sub-subtopic,Solar Panel,Sustainability analysis ,-122.87559,42.32652,288037
respondents responded,sub-subtopic,Solar Panel,Renewable energy insights,-122.87092,44.84095,679847
alpha score,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.86972,38.4363,853899
educational background,sub-subtopic,Solar Panel,Renewable energy insights,-122.86916,38.61047,431930
respondents,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.8676,45.55789,547600
main challenges,sub-subtopic,Solar Panel,Renewable energy transition ,-122.86705,45.49428,398791
bills,sub-subtopic,Solar Panel,Renewable energy insights,-122.85893,42.43735,871598
bills payment,sub-subtopic,Solar Panel,Renewable energy insights,-122.85694,38.10103,245990
respondents rarely,sub-subtopic,Solar Panel,Renewable energy insights,-122.85537,45.14373,376542
family income,sub-subtopic,Solar Panel,Renewable energy insights,-122.85291,46.85677,908690
renewable energy,sub-subtopic,Solar Panel,Renewable energy insights,-122.85263,49.31637,742309
renewable energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.84899,45.819,76775
solar energy,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.84833,39.12323,588982
solar installation,sub-subtopic,Solar Panel,Solar panel perception,-122.84757,43.70346,9000
airport solar,sub-subtopic,Solar Panel,Renewable energy insights,-122.84436,46.00767,629262
energy sources,sub-subtopic,Solar Panel,Renewable energy insights,-122.84121,45.54123,714091
thermal systems,sub-subtopic,Solar Panel,Renewable energy insights,-122.8401,45.35651,479082
solar energy,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.83944,38.97795,271472
solar thermal,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.83926,45.22234,485791
systems connected,sub-subtopic,Solar Panel,Renewable energy Integration,-122.82849,47.63954,735516
analysis,sub-subtopic,Solar Panel,Solar forecasting accuracy,-122.82764,47.38565,684067
problematic issues,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.82737,47.45065,9656
model chi-square,sub-subtopic,Solar Panel,Solar forecasting accuracy,-122.82509,49.10635,707800
measurement model,sub-subtopic,Solar Panel,Renewable energy Integration,-122.82457,49.28124,914641
renewable energy,sub-subtopic,Solar Panel,Solar panel perception,-122.82388,38.40214,986486
solar thermal,sub-subtopic,Solar Panel,Solar Materials ,-122.82319,47.03426,118296
renewable energy,sub-subtopic,Solar Panel,Renewable energy insights,-122.81809,42.27541,680445
domestic settings,sub-subtopic,Solar Panel,Renewable energy transition ,-122.81638,38.54713,678352
energy sources,sub-subtopic,Solar Panel,Solar forecasting solutions ,-122.81254,42.61068,525896
solar energy,sub-subtopic,Solar Panel,Renewable energy transition ,-122.81093,45.52484,657153
consensus,sub-subtopic,Solar Panel,Renewable energy transition ,-122.80787,45.18234,803663
solar systems,sub-subtopic,Solar Panel,Solar systems economics ,-122.80752,40.70737,128084
Thermal SAT,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.80705,45.89011,300467
Thermal SAT,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.80649,45.864,214810
occupation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.80399,45.40262,5986
household income,sub-subtopic,Solar Panel,Renewable energy insights,-122.80371,45.48706,263483
paper Econ,sub-subtopic,Solar Panel,Energy assessments,-122.80282,42.47263,493485
INT,sub-subtopic,Solar Panel,Energy assessments,-122.80273,50.31641,635359
energy potential,sub-subtopic,Solar Panel,Solar forecasting solutions ,-122.80009,45.0679,588610
fossil fuel,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.79843,45.50484,476718
full form,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.79638,39.09017,602063
EMR,sub-subtopic,Solar Panel,Renewable energy insights,-122.79507,49.02049,229074
Multivariate Data,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.79453,44.80068,847877
renewable energy,sub-subtopic,Solar Panel,Renewable energy transition ,-122.79453,44.82957,258194
Model,sub-subtopic,Solar Panel,Energy assessments,-122.78916,39.00101,758444
Energy Agency,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.78865,42.24568,516123
Jordan fuel,sub-subtopic,Solar Panel,Renewable energy insights,-122.78529,48.03273,707525
million euro,sub-subtopic,Solar Panel,Renewable energy insights,-122.78368,43.91846,666283
energy consumption,sub-subtopic,Solar Panel,Renewable energy transition ,-122.78315,45.00512,542384
involving PVT,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.78241,47.0515,13021
energy utilization,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.78217,49.2846,61129
desalination plants,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.78081,47.05116,445343
impact societies,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.77371,45.29984,248607
high-income countries,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.77149,45.43123,445063
research efforts,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.76954,45.51762,110326
solar utilization,sub-subtopic,Solar Panel,Solar technology adoption ,-122.76932,49.26637,121000
solar photovoltaic-thermal,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.76809,45.51613,946288
PVT solar,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.76454,45.49873,353895
PVT-desalination technologies,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.76399,45.38401,857109
desalination systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.76375,47.27482,718593
Section,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.76204,45.48067,853130
desalination involve,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.76071,48.11742,176388
Fig.,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.75899,45.44651,708740
reverse osmosis,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.75891,45.464,846613
semi-permeable membrane,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.7568,47.20898,572292
Reverse Osmosis,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.75301,53.9166,514165
energy consumption,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.75287,45.40206,937733
capital cost,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.75094,38.51342,806014
MVC,sub-subtopic,Solar Panel,Thermal efficiency,-122.74712,48.99372,133359
thermally driven,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.74541,47.34065,55982
high SEC,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.74462,48.91789,867693
energy efficiency,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.74399,45.90456,281749
heated brine,sub-subtopic,Solar Panel,Thermal efficiency,-122.7426,45.81511,590677
reduced pressure,sub-subtopic,Solar Panel,Thermal efficiency,-122.7362,44.39762,128228
vapour transport,sub-subtopic,Solar Panel,Thermal efficiency,-122.72804,38.42213,36715
Membrane Distillation,sub-subtopic,Solar Panel,Sustainability analysis ,-122.72305,38.82213,473581
VMD establish,sub-subtopic,Solar Panel,Thermal efficiency,-122.72259,45.35734,257615
extracted water,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.72082,38.95406,123667
draw solution,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.71446,47.72274,460046
key metric,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.71443,38.44047,297128
latent heat,sub-subtopic,Solar Panel,Solar systems economics ,-122.71042,47.61148,846324
maximum capacity,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.70948,42.19458,972450
current solar,sub-subtopic,Solar Panel,Solar technology adoption ,-122.70732,45.70956,717174
PVT technology,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.70721,38.32686,414396
PVT collectors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.70343,45.61039,789730
glass layer,sub-subtopic,Solar Panel,Thermal efficiency,-122.70225,47.59719,604250
PVT collectors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.7011,38.33964,235590
tube array,sub-subtopic,Solar Panel,Solar Materials ,-122.7002,58.80533,393574
thermal absorbers,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.69487,47.64454,282343
main energy,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.69259,45.2629,764585
day,sub-subtopic,Solar Panel,Solar systems economics ,-122.69124,38.01793,631956
PVT collectors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.69093,45.69067,387232
heat transfer,sub-subtopic,Solar Panel,Solar Materials ,-122.68965,49.22119,692700
PVT collectors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.68846,46.88815,185287
PVT collectors,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.68637,37.90937,495827
concentrating PVT,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.68628,48.21982,63388
concentrating PVT,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.68349,47.92537,277137
study,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.68149,45.58178,221498
previous studies,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.67621,45.52345,301920
study,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-122.67441,48.33812,945373
water production,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.67193,39.02628,836077
CPVT collector,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.67065,45.42067,248624
panel cooling,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.67038,45.86234,421333
PVT systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.66848,47.59287,312370
saline solution,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.66665,38.29964,903900
desalination process,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.66458,47.55343,395378
main mechanisms,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.66288,45.67151,665619
wastes due,sub-subtopic,Solar Panel,Renewable energy Integration,-122.66149,45.63873,831173
thermal desalination,sub-subtopic,Solar Panel,Thermal efficiency,-122.65883,49.10107,984595
War singer,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.65841,47.81192,838345
PVT collectors,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.65514,47.60898,616251
energy efficiency,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.65235,47.33149,777677
heating steam,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.64899,45.71067,920571
water flux,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.64871,45.65901,626905
improve water,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.64654,47.73593,509062
Reverse Osmosis,sub-subtopic,Solar Panel,Thermal efficiency,-122.64526,38.0127,717904
BWR system,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.64322,48.29316,651190
BWR system,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.64263,47.37899,269360
PVT-RO compare,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.64042,49.16473,659380
power consumption,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.64009,45.41679,976942
operational temperature,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.63926,45.44623,483077
divalent ions,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.63665,38.23242,66533
PVT collectors,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.63625,47.54037,862144
membrane degradation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.63447,41.73542,898152
pre-treatment enable,sub-subtopic,Solar Panel,Sustainable technologies ,-122.63288,45.73428,699063
thermal softening,sub-subtopic,Solar Panel,Thermal efficiency,-122.63264,47.56732,234396
thermal softening,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.63125,47.49398,314021
desalination processes,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.63124,47.09676,483664
coupling mechanisms,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.63097,47.41787,602856
desalination processes,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.62902,47.25149,640953
large fraction,sub-subtopic,Solar Panel,Renewable energy Integration,-122.62637,38.95823,280952
desalination systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.62541,47.38899,462215
PVT collector,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.6243,47.52343,453947
controller design,sub-subtopic,Solar Panel,Sustainable technologies ,-122.62069,47.29954,527916
PVT collector,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.61509,44.77457,849687
preliminary techno-economic,sub-subtopic,Solar Panel,Solar systems economics ,-122.61499,38.7524,342894
desalination systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.61267,48.5126,647182
thermally driven,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.61259,45.39123,191597
driven desalination,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.61231,45.36568,548766
PVT collectors,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.61026,38.91045,408120
latent heat,sub-subtopic,Solar Panel,Solar systems economics ,-122.61014,47.53315,696916
driven desalination,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.60676,45.35734,496093
variables considered,sub-subtopic,Solar Panel,Solar systems economics ,-122.60596,46.94204,43303
current PVT,sub-subtopic,Solar Panel,Solar systems economics ,-122.6029,46.96315,961750
relative water,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.60263,47.16982,106682
cost reduction,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.60193,49.21939,181350
cost reduction,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.60007,45.41418,918128
major limitation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.59994,45.7803,334053
promising solution,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.59899,45.69317,212614
non-concentrating PVT,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.59899,45.66789,271717
desalination systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.59875,47.58482,809700
PVT desalination,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.59481,45.38068,615435
PVT collectors,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.59452,47.12131,38306
compare PVT,sub-subtopic,Solar Panel,Solar systems economics ,-122.59101,48.8465,945441
financial interests,sub-subtopic,Solar Panel,Electricity access,-122.5893,47.3751,41654
PVT system,sub-subtopic,Solar Panel,Solar systems economics ,-122.58887,37.98715,288381
PVT systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.58442,38.01048,456649
LOW,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.58402,47.26871,596039
calculated,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.58203,45.22151,802825
tech-economic performance,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.58045,48.78705,249744
low,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.58013,47.32926,574706
Passive Solar,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.57971,38.5788,926988
Renewable Sustainable,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.57703,45.14734,426542
wastewater treatment,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.57694,47.10787,224410
CHP,sub-subtopic,Solar Panel,Sustainable technologies ,-122.5755,38.04011,407962
article discuss,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.5751,45.68456,892183
Marine Impacts,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.57037,45.40762,117434
Peters' paper,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.5697,38.10742,842240
solar-thermal systems,sub-subtopic,Solar Panel,Solar systems economics ,-122.56731,45.47984,157490
recent years,sub-subtopic,Solar Panel,Sustainable technologies ,-122.56164,37.97465,8730
hybrid solar,sub-subtopic,Solar Panel,Solar forecasting solutions ,-122.56093,45.66651,265144
hybrid photovoltaic,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.56038,45.75845,465806
solar energy,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.55832,38.80796,292842
main focus,sub-subtopic,Solar Panel,Solar performance assessment,-122.5572,37.95215,402148
Mark ides,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.55707,47.40176,844765
stand-alone reverse,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.55498,37.96242,270399
salinity gradients,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.55431,47.9187,41381
feed water,sub-subtopic,Solar Panel,Thermal efficiency,-122.55369,48.78965,806394
specific energy,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.55236,47.73121,552195
main focus,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.5504,47.23565,910180
reverse osmosis,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.54649,45.73289,976296
separate lithium,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.54609,38.4138,374037
divalent ion,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.54581,37.87965,477129
feed temperature,sub-subtopic,Solar Panel,Thermal efficiency,-122.54507,47.55566,60500
energy management,sub-subtopic,Solar Panel,Solar technology adoption ,-122.54498,37.90604,604614
energy systems,sub-subtopic,Solar Panel,Solar technology adoption ,-122.53625,37.87834,970981
rooftop concept,sub-subtopic,Solar Panel,Renewable energy integration,-122.53564,45.2879,737861
space,sub-subtopic,Solar Panel,Sustainable technologies ,-122.53525,37.93409,262924
research,sub-subtopic,Solar Panel,Sustainable technologies ,-122.53343,45.78095,140443
temperature coefficient,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-122.53109,37.97353,823457
beneficial effects,sub-subtopic,Solar Panel,Renewable energy integration,-122.53037,45.44679,107792
latent heat,sub-subtopic,Solar Panel,Renewable energy integration,-122.52821,48.17399,404296
transpiring plants,sub-subtopic,Solar Panel,Renewable energy integration,-122.5278,41.7282,547112
blue-green roof,sub-subtopic,Solar Panel,Sustainable technologies ,-122.52748,37.92548,765102
Perm avoid,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.52598,48.00954,752151
constructed wet,sub-subtopic,Solar Panel,Sustainable technologies ,-122.52569,47.74704,374853
company Evergreen,sub-subtopic,Solar Panel,Sustainable technologies ,-122.52525,37.99853,942225
species native,sub-subtopic,Solar Panel,Sustainable technologies ,-122.52315,45.80984,209210
panel determined,sub-subtopic,Solar Panel,Renewable energy integration,-122.52124,47.62621,749610
Chang,sub-subtopic,Solar Panel,Renewable energy integration,-122.51846,47.17176,917977
USA,sub-subtopic,Solar Panel,Sustainability analysis ,-122.51609,37.54216,320747
hourly energy,sub-subtopic,Solar Panel,Renewable energy integration,-122.51596,47.23954,306789
Portland,sub-subtopic,Solar Panel,Renewable energy integration,-122.51331,37.52744,3095
panels,sub-subtopic,Solar Panel,Renewable energy integration,-122.51318,38.11547,196363
Canada,sub-subtopic,Solar Panel,Renewable energy integration,-122.51081,38.3488,560171
cooling effect,sub-subtopic,Solar Panel,Renewable energy integration,-122.50914,37.86854,436720
roofs,sub-subtopic,Solar Panel,Renewable energy integration,-122.50886,37.89687,44695
power output,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-122.5018,47.51204,252892
performance,sub-subtopic,Solar Panel,Renewable energy integration,-122.49806,47.7985,499210
confidence interval,sub-subtopic,Solar Panel,Renewable energy integration,-122.49398,45.6429,507612
Apogee radiometer,sub-subtopic,Solar Panel,Sustainable technologies ,-122.4931,52.97842,137295
Rain gauge,sub-subtopic,Solar Panel,Sustainable technologies ,-122.49276,38.26658,495356
compare,sub-subtopic,Solar Panel,Renewable energy integration,-122.49196,40.59932,193079
heat flux,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.49165,38.29769,686471
cooling effect,sub-subtopic,Solar Panel,Renewable energy integration,-122.49157,47.13397,973603
confidence interval,sub-subtopic,Solar Panel,Renewable energy integration,-122.48822,48.75955,988516
green roof,sub-subtopic,Solar Panel,Renewable energy integration,-122.48704,45.73789,990037
Chang study,sub-subtopic,Solar Panel,Renewable energy integration,-122.48692,37.61383,925562
BIR caused,sub-subtopic,Solar Panel,Renewable energy integration,-122.48682,38.3214,431775
receiving irradiation,sub-subtopic,Solar Panel,Renewable energy integration,-122.48525,37.85909,275216
average BGR,sub-subtopic,Solar Panel,Renewable energy integration,-122.48275,37.6866,908971
average BGR,sub-subtopic,Solar Panel,Renewable energy insights,-122.48193,38.3138,519429
combined dataset,sub-subtopic,Solar Panel,Renewable energy integration,-122.47814,44.75401,596956
correlation coefficients,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.47087,49.05801,396753
roof type,sub-subtopic,Solar Panel,Renewable energy transition ,-122.47026,38.50519,654127
surface temperature,sub-subtopic,Solar Panel,Renewable energy integration,-122.4697,38.53269,737298
summer day,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.46942,37.50272,333829
blue-green roof,sub-subtopic,Solar Panel,Renewable energy integration,-122.46442,37.8727,869548
linear regression,sub-subtopic,Solar Panel,Renewable energy integration,-122.46192,37.70577,708869
coefficient standard,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.46172,43.74651,23585
BIR compared,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.45985,47.44732,458686
heat flux,sub-subtopic,Solar Panel,Sustainable technologies ,-122.45969,37.67688,798075
BGR surface,sub-subtopic,Solar Panel,Renewable energy integration,-122.45898,45.41762,980632
minimum temperature,sub-subtopic,Solar Panel,Thermal efficiency,-122.45804,38.29186,265292
measurements,sub-subtopic,Solar Panel,Sustainable technologies ,-122.45664,37.87354,835584
panel rows,sub-subtopic,Solar Panel,Renewable energy integration,-122.45457,49.05614,684689
plant height,sub-subtopic,Solar Panel,Renewable energy integration,-122.45211,48.9465,367072
collected shower,sub-subtopic,Solar Panel,Renewable energy integration,-122.44998,38.57574,315659
BGR versus,sub-subtopic,Solar Panel,Renewable energy integration,-122.44649,45.91011,500931
important lesson,sub-subtopic,Solar Panel,Graphene Silk Panels,-122.44429,47.25288,302907
multifunctional approach,sub-subtopic,Solar Panel,Sustainable technologies ,-122.44124,47.30038,469216
relation,sub-subtopic,Solar Panel,Renewable energy integration,-122.43457,47.10399,284554
panels create,sub-subtopic,Solar Panel,Sustainable technologies ,-122.43401,47.15538,330564
positive effect,sub-subtopic,Solar Panel,Renewable energy integration,-122.43398,45.53845,69442
panel temperature,sub-subtopic,Solar Panel,Renewable energy integration,-122.43369,37.75018,150192
solar panels,sub-subtopic,Solar Panel,Renewable energy integration,-122.43148,45.49818,823818
Economic Affairs,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.42859,37.46355,77809
article discussing,sub-subtopic,Solar Panel,Energy assessments,-122.42454,45.77373,588915
conventional black,sub-subtopic,Solar Panel,Renewable energy integration,-122.41942,37.77493,557974
main focus,sub-subtopic,Solar Panel,Energy assessments,-122.41914,37.75993,650591
Environmental Management,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.4187,45.53429,772408
wet roofs,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.41108,37.63049,634237
roof systems,sub-subtopic,Solar Panel,Renewable energy integration,-122.40858,37.7966,528856
energy consumption,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.40775,37.65466,638892
low energy,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.40626,48.04009,101374
spray wetting,sub-subtopic,Solar Panel,Renewable energy integration,-122.40621,45.86595,381595
sprinkler irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.40484,47.16704,910236
reported worldwide,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.40433,37.71715,512041
photovoltaic irrigation,sub-subtopic,Solar Panel,Renewable energy Integration,-122.40183,48.74567,91790
photovoltaic irrigation,sub-subtopic,Solar Panel,Sustainable technologies ,-122.40072,40.01569,463282
irrigation modes,sub-subtopic,Solar Panel,Sustainable technologies ,-122.39997,37.68077,214825
Energy Storage,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.39954,45.58706,69885
air energy,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.3987,45.63651,149498
aim,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.39762,47.05316,693571
CAES-SPV sprinkler,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.39168,40.58654,454280
irrigation system,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.38731,45.53929,540905
pump power,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.38719,37.59855,294393
CASE-SPV system,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.38613,41.42265,1080010
compressed air,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.38291,47.79621,295224
