text,type,topic,subtopic,longitude,latitude,relevance
Pvt Collectors,sub-subtopic,Solar Panel,Solar Energy Efficiency,-3.084901369848848,-0.4616646569592895,44
Compare Pvt,sub-subtopic,Solar Panel,Solar Systems Economics,16.003399471657087,7.999644502650502,13
Financial Interests,sub-subtopic,Solar Panel,Electricity Access,-2.3793918517304915,-52.968121168858026,36
Pvt System,sub-subtopic,Solar Panel,Solar Systems Economics,16.125554301767107,7.865000530577893,31
Pvt Systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-66.30723969788791,-0.5380127177870779,42
Calculated,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7427835517642882,-0.43999354683353725,12
Tech-Economic Performance,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7945407225595984,-0.396523256413571,8
Passive Solar,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.467470478765424,29.500762282198785,33
Renewable Sustainable,sub-subtopic,Solar Panel,Solar Urban Sustainability,14.05117606932606,1.900132262317882,45
Wastewater Treatment,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.75497937454873,29.602175237895487,40
Chp,sub-subtopic,Solar Panel,Sustainable Technologies,2.4248117637507955,22.348482232633803,26
Article Discuss,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.93862684751652,29.31941141778732,47
Marine Impacts,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.577458504938996,29.440749958693125,10
Peters' Paper,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.7377827789093,29.37740097380302,26
Solar-Thermal Systems,sub-subtopic,Solar Panel,Solar Systems Economics,15.918281433153204,8.027466222817377,37
Recent Years,sub-subtopic,Solar Panel,Sustainable Technologies,2.4429538616113247,22.141146942229543,45
Hybrid Solar,sub-subtopic,Solar Panel,Solar Forecasting Solutions,-17.82553566219469,-3.897827456063666,9
Hybrid Photovoltaic,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-66.24774920532761,-0.523463513777777,26
Solar Energy,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-65.78724706542438,-0.49890476656282623,39
Main Focus,sub-subtopic,Solar Panel,Solar Performance Assessment,15.82538896046627,30.617748362668863,5
Mark Ides,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-66.08067451731735,-0.3716471135115925,21
Stand-Alone Reverse,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.54771598637747,29.33374777059493,34
Salinity Gradients,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.43563275495573,29.425501258149794,44
Feed Water,sub-subtopic,Solar Panel,Thermal Efficiency,0.8493372762165056,0.7891300186181152,14
Specific Energy,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7971160850041534,-0.42440858612584553,18
Main Focus,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-66.08251845100347,-0.33954409825973286,21
Reverse Osmosis,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-66.04798786344745,-0.3749521955583508,3
Separate Lithium,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.553012608854218,29.433064557211566,4
Divalent Ion,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.777285801872125,29.52913008843986,34
Feed Temperature,sub-subtopic,Solar Panel,Thermal Efficiency,0.9056540030366308,0.6704684833766624,1
Energy Management,sub-subtopic,Solar Panel,Solar Technology Adoption,66.09845275792578,12.6055906577137,8
Energy Systems,sub-subtopic,Solar Panel,Solar Technology Adoption,66.16665407646049,12.282144097507919,41
Rooftop Concept,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.36158514859478,-8.637097678870866,12
Space,sub-subtopic,Solar Panel,Sustainable Technologies,2.538143868175187,22.145101371329034,49
Research,sub-subtopic,Solar Panel,Sustainable Technologies,2.6705956602465815,22.00207701495368,37
Temperature Coefficient,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-66.11352408097805,-0.3914774548910252,23
Beneficial Effects,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.53136643199185,-8.668724947051444,35
Latent Heat,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.61967483295348,-8.782622530037283,35
Transpiring Plants,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.08541782855094,-8.820355122644322,40
Blue-Green Roof,sub-subtopic,Solar Panel,Sustainable Technologies,2.5133877293416176,22.18027913667457,20
Perm Avoid,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7717420242321156,-0.4436794087470519,28
Constructed Wet,sub-subtopic,Solar Panel,Sustainable Technologies,2.672705821752718,22.11412638281771,17
Company Evergreen,sub-subtopic,Solar Panel,Sustainable Technologies,2.5203766031880956,22.105337037041252,10
Species Native,sub-subtopic,Solar Panel,Sustainable Technologies,2.67011690244554,22.032031687050722,46
Panel Determined,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.534761771911576,-8.465824122371247,27
Chang,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.30358730149509,-8.751123884849797,11
Usa,sub-subtopic,Solar Panel,Sustainability Analysis,5.890851353182022,-56.96539425885967,49
Hourly Energy,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.12235540571433,-8.363830872827519,38
Portland,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.34842522139768,-8.664172962486846,5
Panels,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.34862607206664,-8.617289809464468,19
Canada,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.373674362136285,-8.629733785690958,33
Cooling Effect,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.364989025762185,-8.733241002061458,16
Roofs,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.39296371123806,-8.644467102348932,18
Power Output,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,1.1854874109217388,7.875736642448853,20
Performance,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.28216947383284,-9.055572214571018,43
Confidence Interval,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.353915035056914,-8.6520839670103,2
Apogee Radiometer,sub-subtopic,Solar Panel,Sustainable Technologies,2.418385476352413,22.25435736545364,26
Rain Gauge,sub-subtopic,Solar Panel,Sustainable Technologies,2.473409741766643,22.08652819662095,11
Compare,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.70062414075745,-8.500150298077399,45
Heat Flux,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7845763499941594,-0.44546812956509363,5
Cooling Effect,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.374777113781114,-8.602485712391374,9
Confidence Interval,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.350723267618754,-8.654201399542872,33
Green Roof,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.25219981063348,-8.479646197231407,45
Chang Study,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.38469051785495,-8.613582029130562,49
Bir Caused,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.34786003858761,-8.750408693475437,10
Receiving Irradiation,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.34443122579157,-8.629219652000335,4
Average Bgr,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.45349720851323,-8.664744670102822,16
Average Bgr,sub-subtopic,Solar Panel,Renewable Energy Insights,-15.818242040659273,-1.8762216057006427,41
Combined Dataset,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.34303342644468,-8.641134248275597,5
Correlation Coefficients,sub-subtopic,Solar Panel,Energy Risk Indicators,8.878790448442482,15.261197339924012,5
Roof Type,sub-subtopic,Solar Panel,Renewable Energy Transition,-17.004731107267734,-9.956172755710185,41
Surface Temperature,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.22156738043455,-8.418501169594016,28
Summer Day,sub-subtopic,Solar Panel,Energy Risk Indicators,8.822002597806206,15.136057075301782,39
Blue-Green Roof,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.391010555364005,-8.54107864678185,15
Linear Regression,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.192314451577715,-8.625393552756739,36
Coefficient Standard,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.58072690906811,-35.50851288863101,30
Bir Compared,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7615407053456407,-0.4061531557462763,32
Heat Flux,sub-subtopic,Solar Panel,Sustainable Technologies,2.492152102965622,22.174207374675046,14
Bgr Surface,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.3528934544574,-8.767282332830836,37
Minimum Temperature,sub-subtopic,Solar Panel,Thermal Efficiency,0.6453677882919417,0.82217619263008,43
Measurements,sub-subtopic,Solar Panel,Sustainable Technologies,2.8948154380170217,22.06355114465543,47
Panel Rows,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.31079448731167,-8.805120792472023,19
Plant Height,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.25045483748755,-8.6628418819915,17
Collected Shower,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.36760017151904,-8.6349603325008,6
Bgr Versus,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.35832988614767,-8.657758474617955,8
Important Lesson,sub-subtopic,Solar Panel,Graphene Silk Panels,-26.76605515433311,55.30891062987986,9
Multifunctional Approach,sub-subtopic,Solar Panel,Sustainable Technologies,2.429584749369438,22.25397685182744,17
Relation,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.60496913702826,-8.68555059630641,47
Panels Create,sub-subtopic,Solar Panel,Sustainable Technologies,2.5124750851840227,22.180186981850436,5
Positive Effect,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.36594777984466,-8.644484700625622,19
Panel Temperature,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.42862017270234,-8.72398227368551,29
Solar Panels,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.34388904638659,-8.83665779426621,31
Economic Affairs,sub-subtopic,Solar Panel,Solar Innovation Solutions,<class 'float'>,<class 'float'>,10
Article Discussing,sub-subtopic,Solar Panel,Energy Assessments,-55.32381498795328,46.15284363052578,40
Conventional Black,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.38235331779655,-8.671036562946387,7
Main Focus,sub-subtopic,Solar Panel,Energy Assessments,-55.639425100132186,45.43872213307924,49
Environmental Management,sub-subtopic,Solar Panel,Solar Urban Sustainability,13.983565424589589,1.7831679047222677,4
Wet Roofs,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.495922197372415,29.584639789118224,25
Roof Systems,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.47217009402429,-8.632982249005572,26
Energy Consumption,sub-subtopic,Solar Panel,Renewable Solutions Integration,14.90032281241265,-11.58481574455188,8
Low Energy,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7823660030466213,-0.4633455509052884,3
Spray Wetting,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.32994952827295,-8.890006426224188,24
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.585066198337106,-0.2708389958765092,49
Reported Worldwide,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.62654582223638,-0.23362910370103784,44
Photovoltaic Irrigation,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.38021916293948,-8.762944633004253,32
Photovoltaic Irrigation,sub-subtopic,Solar Panel,Sustainable Technologies,2.435127976693103,22.214820642078003,30
Irrigation Modes,sub-subtopic,Solar Panel,Sustainable Technologies,2.5136565759320897,22.160751448365403,4
Energy Storage,sub-subtopic,Solar Panel,Renewable Solutions Integration,14.894336261967895,-11.581217334507112,6
Air Energy,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.8707711014430175,-0.6228379447705041,23
Aim,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7759613042569367,-0.44716720715863795,4
Caes-Spv Sprinkler,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.799292861943128,-0.3815299193743958,13
Irrigation System,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.870512064425605,-0.4297914645938597,14
Pump Power,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7633122789187468,-0.44833645333652355,3
Case-Spv System,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.6430624806438927,-0.4581689517021034,14
Compressed Air,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.855523184141104,-0.4947201666021982,13
Dry Areas,sub-subtopic,Solar Panel,Solar Innovation Solutions,<class 'float'>,<class 'float'>,23
Digital Pressure,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.6616107198285968,-0.11583447550626214,39
Waterproof Level,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.53445896014145,29.46939896325798,5
Experimental Design,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.63261028967782,29.449084650580303,7
Test Time,sub-subtopic,Solar Panel,Sustainable Technologies,2.526353558476836,22.13654012765146,17
Hydraulic Performance,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.6402283186945468,-0.5305707382255811,30
Radial Water,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.833819199392274,-0.5405351947529302,23
Pth Measured,sub-subtopic,Solar Panel,Solar Performance Assessment,15.64118279414338,30.734743077575125,25
Joanneum Research,sub-subtopic,Solar Panel,Solar Performance Assessment,15.827223514491491,30.577288849317412,5
Minimum Size,sub-subtopic,Solar Panel,Solar Materials,-2.1069458654564905,-8.296524113823013,26
Test Interval,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.69456089066172,29.278203546621082,50
Kev Calculated,sub-subtopic,Solar Panel,Solar Performance Assessment,15.81095986704635,30.61409042134439,35
Kea Calculated,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.972102520011744,-0.48845155113795935,23
Key Indicators,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.786554743709517,-0.5920689279910829,39
Formula Derivation,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.6252290841719206,-0.5019366900362929,24
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.82400362488074,-0.4629550025789663,35
Pulse Spraying,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.776840913307478,-0.7363214388160273,33
Working Conditions,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.8729162483664017,-0.27906208465054627,49
Water Distribution,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7213774150606618,-0.37503091040078684,19
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.6815762924810302,-0.44113897173557604,13
Highest Amount,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.697500940601863,-35.387395767583484,24
Air Pressure,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7943179228406194,-0.4112773627367041,44
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar Energy Efficiency,-3.0019616233979987,-0.5047720394402689,36
Irrigation System,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.9177396555191017,-0.14147200581602248,46
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.842807920810833,-0.36200951871934484,23
Sprinkling Intensities,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.8043512199568346,-0.43327416855785444,32
Infiltration Rate,sub-subtopic,Solar Panel,Thermal Efficiency,0.8907086028736202,0.6458687432128756,21
Infiltration Rate,sub-subtopic,Solar Panel,Thermal Efficiency,0.9085687603070601,0.6682980028381584,2
Infiltration Rate,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.418032395609611,-0.4582601202514404,50
Hydraulic Performance,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.77309694454084,-0.40745855731841585,7
Energy-Saving Characteristics,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.9222669309404092,-0.3611706306715713,35
High-Quality Spraying,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.8888643178438853,-0.3705993790920167,35
Caes-Spv Sprinkler,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.8597327125560037,-0.4238273880121053,10
Caes-Spv Sprinkler,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.8288596024324635,-0.4140944210844189,29
Traditional Photovoltaic,sub-subtopic,Solar Panel,Renewable Energy Integration,-53.9803977659069,-8.89442858129809,45
Case-Spv System,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.66599723431882,-0.5299569169088585,29
Clarifying Energy,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.963397777839056,-35.68943258737769,41
Application Potential,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.642009691999461,-0.39350390988349904,25
Ensure Objectivity,sub-subtopic,Solar Panel,Electricity Access,-2.4733345337688952,-52.86572764421776,25
Ahmed,sub-subtopic,Solar Panel,Solar Systems Economics,15.926907096381143,7.880003438433348,10
Burial,sub-subtopic,Solar Panel,Solar Energy Optimization,-29.39111019688909,29.502698660030283,23
Sprinkler Machine,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.890736306342892,-0.5680698999197462,31
Turbine Drive,sub-subtopic,Solar Panel,Solar Materials,-2.162146749128888,-8.388426950893274,49
Thermodynamic Characteristics,sub-subtopic,Solar Panel,Solar Energy Efficiency,-3.075026210575051,-0.6618596771713394,41
Comparative Analysis,sub-subtopic,Solar Panel,Renewable Energy Insights,-15.714488578161083,-1.8242360866956395,22
Distribution Characteristics,sub-subtopic,Solar Panel,Solar Technology Adoption,66.09106260889784,12.584660432100266,8
Solar Energy,sub-subtopic,Solar Panel,Solar Energy Efficiency,-2.7828382187065235,-0.3637843657663756,9
Efficient Water,sub-subtopic,Solar Panel,Sustainability Analysis,5.4113539767239764,-56.839744417438574,37
Loader Operating,sub-subtopic,Solar Panel,Solar Innovation Solutions,<class 'float'>,<class 'float'>,50
Soil Infiltration,sub-subtopic,Solar Panel,Solar Performance Assessment,15.77839687479402,30.659586332622265,15
Sustainability Goals,sub-subtopic,Solar Panel,Renewable Solutions Integration,14.957025163183879,-11.594973764334323,41
Social Change,sub-subtopic,Solar Panel,Solar Panel Perception,5.8662176745180235,-13.693765488535588,41
Solar Photovoltaic,sub-subtopic,Solar Panel,Solar Panel Perception,5.704805144097358,-14.16742339972088,38
Residential Properties,sub-subtopic,Solar Panel,Solar Panel Perception,5.953231040504581,-13.975906265061456,9
Solar-Panel Uptake,sub-subtopic,Solar Panel,Solar Panel Perception,5.951948378134827,-14.04291345207697,9
Uptake Research,sub-subtopic,Solar Panel,Solar Panel Perception,6.134868632731408,-13.805452868922373,46
Solar Rebate,sub-subtopic,Solar Panel,Renewable Energy Insights,-15.753507841495578,-1.760480323420037,48
Solar Rebate,sub-subtopic,Solar Panel,Renewable Energy Insights,-15.743921636666396,-1.9257949576005344,3
Theoretical Foundations,sub-subtopic,Solar Panel,Solar Forecasting Solutions,-17.9192364812434,-3.893585418423827,18
Main Socio-Economic,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.73112762930836,-35.69196802158073,49
Technological Diffusion,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.355200465628833,-35.46833955825952,39
Actual Solar-Panel,sub-subtopic,Solar Panel,Solar Panel Perception,5.910033240608351,-14.002380639201768,30
Solar Panels,sub-subtopic,Solar Panel,Solar Panel Perception,5.96535512133689,-14.038321224788795,33
Solar Panels,sub-subtopic,Solar Panel,Solar Panel Perception,5.970891454504874,-14.070663444246883,24
Assessing Inequality,sub-subtopic,Solar Panel,Solar Panel Perception,5.927602055927191,-14.040268013962656,7
Dependent Variable,sub-subtopic,Solar Panel,Solar Forecasting Accuracy,-0.5385763506161774,-2.1939831694942895,32
Pooled Analysis,sub-subtopic,Solar Panel,Solar Panel Perception,5.987333649191088,-13.929340291586024,27
Pooled Analysis,sub-subtopic,Solar Panel,Solar Panel Perception,5.947313524439171,-14.039534498387379,18
Renting Households,sub-subtopic,Solar Panel,Renewable Energy Insights,-15.86020577169431,-1.7524882323912379,21
Robustness Test,sub-subtopic,Solar Panel,Solar Forecasting Solutions,-17.885064978758564,-3.871375528193777,45
Identifying Households,sub-subtopic,Solar Panel,Solar Panel Perception,5.904070884787667,-13.89052945426197,33
Fig.,sub-subtopic,Solar Panel,Solar Panel Perception,5.89988621651045,-13.915222629623925,34
Proportions Vary,sub-subtopic,Solar Panel,Renewable Energy Insights,-15.47865703906114,-1.7290917816825047,37
Solar-Panel Access,sub-subtopic,Solar Panel,Solar Panel Perception,5.939539739853934,-14.013792441887555,14
Statistical Significance,sub-subtopic,Solar Panel,Solar Panel Perception,5.977469221852753,-14.013795014219586,22
Income Coefficients,sub-subtopic,Solar Panel,Solar Panel Perception,5.9057901413143234,-14.011150623050955,4
Significant Impact,sub-subtopic,Solar Panel,Solar Panel Perception,5.935506594415439,-14.177075945424212,20
Solar-Panel Benefits,sub-subtopic,Solar Panel,Solar Panel Perception,5.768804474419157,-14.30212909989531,41
Table,sub-subtopic,Solar Panel,Solar Panel Perception,5.861022248884626,-13.744089766834065,40
Real Estate,sub-subtopic,Solar Panel,Energy Risk Indicators,8.752079277162968,14.878909033602074,42
Main Purpose,sub-subtopic,Solar Panel,Solar Panel Perception,5.93305166667974,-14.012857666705457,1
Table,sub-subtopic,Solar Panel,Solar Panel Perception,5.940009927604575,-14.006627972360327,1
Coefficient Magnitude,sub-subtopic,Solar Panel,Solar Panel Perception,5.93839188733746,-14.27764609610057,43
Income,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,1.5133568087324591,7.593791958444602,42
Solar Panel,sub-subtopic,Solar Panel,Solar Panel Perception,5.948518802612775,-13.88685606136641,15
Wealth Quantile,sub-subtopic,Solar Panel,Solar Panel Perception,5.916803032195023,-14.017012337741813,19
Negative Coefficients,sub-subtopic,Solar Panel,Solar Panel Perception,5.686625289682874,-13.859944567666686,39
Solar Panels,sub-subtopic,Solar Panel,Solar Panel Perception,6.145658414383979,-14.200880207750554,39
Wealthier Renters,sub-subtopic,Solar Panel,Solar Performance Assessment,15.74788884641422,30.827679620697886,33
Promoting Solar-Panel,sub-subtopic,Solar Panel,Solar Panel Perception,5.931560867227859,-14.016171517071372,1
Probability Model,sub-subtopic,Solar Panel,Solar Forecasting Solutions,-17.792462090159017,-3.9103096176849137,4
Single Regression,sub-subtopic,Solar Panel,Energy Risk Indicators,8.837627201041894,15.248026162085258,45
Solar-Panel Access,sub-subtopic,Solar Panel,Solar Panel Perception,5.970302504114409,-13.96137878713725,25
Australian Renters,sub-subtopic,Solar Panel,Solar Panel Perception,5.905682029881122,-13.937020175311496,13
Related Variables,sub-subtopic,Solar Panel,Solar Panel Perception,5.9202746718652035,-13.99750691750144,18
Reduce Inequality,sub-subtopic,Solar Panel,Solar Panel Perception,6.008849845022473,-13.860882932839194,19
Study Provide,sub-subtopic,Solar Panel,Solar Panel Perception,5.804372894082653,-14.319749159885141,34
Inequality Analysis,sub-subtopic,Solar Panel,Solar Panel Perception,5.944356006068664,-14.014591100480883,14
Home Batteries,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.69095321428572,-35.6089044672169,6
Policy Interventions,sub-subtopic,Solar Panel,Solar Panel Perception,5.761931298615785,-14.174818365171834,50
Household Income,sub-subtopic,Solar Panel,Solar Panel Perception,6.06951322466975,-14.117000141173369,19
Survey,sub-subtopic,Solar Panel,Solar Panel Perception,6.017249105315588,-13.891014645663514,36
Socio-Demographic Trends,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.708604560095246,-35.96025040639795,35
Inequity Variation,sub-subtopic,Solar Panel,Solar Urban Sustainability,13.973736343991716,1.9757292814979326,39
System Adoption,sub-subtopic,Solar Panel,Solar Technology Adoption,65.96524783859616,12.591836295440924,27
Main Factors,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.551863153547398,-35.61809539771227,27
Energy Outlook,sub-subtopic,Solar Panel,Solar Urban Sustainability,13.947951140543788,1.79898893431045,6
Rural Bangladesh,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.703224351029775,-35.62184661760294,10
County-Level Residential,sub-subtopic,Solar Panel,Solar Technology Adoption,66.18139586556629,12.685767991691135,35
Climate Mitigation,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.19301596629079,32.28264507879153,16
Socio-Economic Drivers,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.538546796111113,-35.658221194885186,20
Urpelainen Provide,sub-subtopic,Solar Panel,Solar Panel Perception,5.946219761417488,-14.006168596129081,6
Victorian Government,sub-subtopic,Solar Panel,Solar Panel Perception,5.961774667672536,-14.026963370653359,21
Research Speciality,sub-subtopic,Solar Panel,Solar Technology Adoption,66.10930861735663,12.551077837394566,29
National University,sub-subtopic,Solar Panel,Solar Innovation Solutions,<class 'float'>,<class 'float'>,23
Purpose,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.194846903008475,32.17851877768434,40
Developing Countries,sub-subtopic,Solar Panel,Renewable Energy Transition,-17.276227522070684,-10.108640204229761,49
Developing Countries,sub-subtopic,Solar Panel,Energy Efficiency Meaasures,-28.6413299301392,-35.75226026171491,39
Literature Focused,sub-subtopic,Solar Panel,Energy Assessments,-55.66211349906371,45.6640937871982,45
Steer Financial,sub-subtopic,Solar Panel,Renewable Energy Transition,-16.92548553006697,-10.219382839179135,36
Financial Structure,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.46574104885618,32.52345132006085,44
Coalitions Finance,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.028455291909744,32.32004027201556,38
Critical Aspect,sub-subtopic,Solar Panel,Renewable Energy Transition,-17.11043163475277,-9.910251285533635,12
Policies Shape,sub-subtopic,Solar Panel,Renewable Energy Transition,-17.129164256743483,-9.94725963212957,10
Uss Projects,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.203369339232104,32.05379213463754,48
Contextually Pertinent,sub-subtopic,Solar Panel,Renewable Energy Transition,-17.091228368704805,-10.002581297021292,37
Consumed Annually,sub-subtopic,Solar Panel,Renewable Energy Insights,-15.74325957213383,-1.922132063659357,12
Social Development,sub-subtopic,Solar Panel,Renewable Solutions Integration,14.946547294784562,-11.606817449381914,9
Affect Pakistan,sub-subtopic,Solar Panel,Renewable Energy Transition,-17.11797985435481,-9.925822923766344,38
Investment Program,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.26347808041076,32.09464545998444,37
Installed Uss,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.56489106926398,-8.518181470053422,41
Power Plants,sub-subtopic,Solar Panel,Solar Forecasting Accuracy,-0.4442869020099648,-2.0841812030849582,1
Electricity System,sub-subtopic,Solar Panel,Renewable Energy Transition,-17.087067775813743,-9.906532097578028,4
Fuel Sources,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.18522281295617,32.2423972526137,4
Policy Regimes,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.162954817976555,32.24755279666601,3
Empirical Dataset,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.14411945017383,32.318319510223354,50
Sample Projects,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.57640012720031,32.19312140733953,50
Financial Parameters,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.29925232827004,32.12363804549111,21
Total Added,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.49646307933406,-8.263190115854123,43
Tariff Determination,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.41120191593246,32.34347877977601,38
Commissioning Process,sub-subtopic,Solar Panel,Renewable Energy Integration,-54.526848805393726,-8.80986334463985,26
Solar Pakistan,sub-subtopic,Solar Panel,Solar Urban Sustainability,14.097290339788362,1.914910623301717,19
Shaken Solar,sub-subtopic,Solar Panel,Energy Risk Indicators,8.918981639793637,15.255513321500233,39
South Punjab,sub-subtopic,Solar Panel,Solar Panel Perception,5.972492233095433,-13.995988005614524,35
Ppa Tariff,sub-subtopic,Solar Panel,Solar Energy Dynamics,-35.175359950830924,32.23429134049585,7
